"","PersonId","MetricDate","After_hours_call_hours","After_hours_chat_hours","After_hours_collaboration_hours","After_hours_email_hours","After_hours_meeting_hours","After_hours_scheduled_call_hours","After_hours_unscheduled_call_hours","Call_hours","Calls","Chat_hours","Chats_sent","Collaboration_hours","Email_hours","Emails_sent","Meeting_and_call_hours","Meeting_hours","Meetings","Multitasking_hours","Scheduled_call_hours","Unscheduled_call_hours","Urgent_email_hours","Urgent_meeting_hours","Collaboration_hours_on_Friday","Collaboration_hours_on_Monday","Collaboration_hours_on_Saturday","Collaboration_hours_on_Sunday","Collaboration_hours_on_Thursday","Collaboration_hours_on_Tuesday","Collaboration_hours_on_Wednesday","Meeting_hours_on_Friday","Meeting_hours_on_Monday","Meeting_hours_on_Saturday","Meeting_hours_on_Sunday","Meeting_hours_on_Thursday","Meeting_hours_on_Tuesday","Meeting_hours_on_Wednesday","Unscheduled_weekend_calls","Weekend_chats_sent","Weekend_emails_sent","Weekend_meetings","Chats_sent_00_01","Chats_sent_01_02","Chats_sent_02_03","Chats_sent_03_04","Chats_sent_04_05","Chats_sent_05_06","Chats_sent_06_07","Chats_sent_07_08","Chats_sent_08_09","Chats_sent_09_10","Chats_sent_10_11","Chats_sent_11_12","Chats_sent_12_13","Chats_sent_13_14","Chats_sent_14_15","Chats_sent_15_16","Chats_sent_16_17","Chats_sent_17_18","Chats_sent_18_19","Chats_sent_19_20","Chats_sent_20_21","Chats_sent_21_22","Chats_sent_22_23","Chats_sent_23_24","Emails_sent_00_01","Emails_sent_01_02","Emails_sent_02_03","Emails_sent_03_04","Emails_sent_04_05","Emails_sent_05_06","Emails_sent_06_07","Emails_sent_07_08","Emails_sent_08_09","Emails_sent_09_10","Emails_sent_10_11","Emails_sent_11_12","Emails_sent_12_13","Emails_sent_13_14","Emails_sent_14_15","Emails_sent_15_16","Emails_sent_16_17","Emails_sent_17_18","Emails_sent_18_19","Emails_sent_19_20","Emails_sent_20_21","Emails_sent_21_22","Emails_sent_22_23","Emails_sent_23_24","Meetings_00_01","Meetings_01_02","Internal_meeting_hours_with_3_to_8_attendees","Internal_meeting_hours_without_manager_1_1","Small_group_chats_sent__excluding_manager","Small_group_emails_sent__excluding_manager","Small_group_meeting__call__and_chat_hours","Collaboration_hours_with_direct_reports","Manager_coaching_hours_1_1","Meeting_and_call_hours_with_manager","Meeting_and_call_hours_with_manager_1_1","Meeting_and_call_hours_with_skip_level","Meeting_hours_with_manager","Meeting_hours_with_manager_1_1","Meeting_hours_with_skip_level","Meetings_with_manager","Meetings_with_manager_1_1","Meetings_with_skip_level","Small_group_chats_sent__including_manager","Small_group_emails_sent__including_manager","Unscheduled_call_hours_with_manager","Unscheduled_call_hours_with_manager_1_1","Unscheduled_call_hours_with_skip_level","Internal_network_size","Conflicting_meeting_hours","Large_and_long_meeting_hours","Large_and_long_recurring_meeting_hours","Large_and_short_meeting_hours","Large_and_short_recurring_meeting_hours","Meeting_hours_ended_on_time","Meeting_hours_joined_on_time","Meeting_hours_not_ended_on_time","Meeting_hours_not_joined_on_time","Meeting_hours_with_12_to_24_hours_of_advanced_notice","Meeting_hours_with_24_or_more_hours_of_advanced_notice","Meeting_hours_with_six_or_fewer_hours_of_advanced_notice","Meeting_hours_with_six_to_12_hours_of_advanced_notice","Recurring_meeting_hours","Small_and_long_meeting_hours","Small_and_long_recurring_meeting_hours","Small_and_short_meeting_hours","Small_and_short_recurring_meeting_hours","Available_to_focus_hours","Interrupted_hours","Uninterrupted_hours","External_chat_hours","External_collaboration_hours","External_email_hours","External_meeting_hours","External_unscheduled_call_hours","Working_hours_call_hours","Working_hours_chat_hours","Working_hours_collaboration_hours","Working_hours_email_hours","Working_hours_meeting_hours","Working_hours_scheduled_call_hours","Working_hours_unscheduled_call_hours","LevelDesignation","Layer","SupervisorIndicator","Organization","FunctionType","WeekendDays","IsActive"
"11","1a1018bb-cdf9-3682-bfdd-7b5ab5d6ae59",2022-05-01,0,0,1.3981669,0.43066666,1,0,0,0,0,0,0,14.125669,0.8461114,28,13.5,13.5,12.166667,0.22044444,0,0,0,0,0.25,1.63,0.065,0.0325,3.453167,3.63,5.0649996,0.25,1.5,0,0,3.25,3.5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,1,0,3,3,2,1,6,0,3,0,0,0,0,0,0,2.5,0.25,0,19,3.5,0,0,5.75,0.75,4.75,5.75,0.75,4.75,4,1,4,0,5,0,0,0,25,1.75,8,6,1.5,1.5,0,0,0,0,0,13.5,0,0,8.25,1.75,0,2.25,0.75,30,2.8067222,27.193277,0,2.63,0.13,2.5,0,0,0,12.727501,0.41544443,12.5,0,0,"Senior IC",3,"Individual Contributor","Product","IT","[SUNDAY, SATURDAY]",TRUE
"12","24fc4228-0d09-36a0-a4ca-159fa04fb355",2022-05-01,0,0,4.627249,1.0472502,3.75,0,0,0,0,0,0,17.774136,2.3796957,100,16.75,16.75,32.824997,1.355556,0,0,0.07344444,0,3.8828614,2.3291943,0.26,0.37055552,2.5975,5.75,2.5840282,3.75,2.25,0,0,2.5,5.75,2.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,4,9,12,6,3,12,5,11,0,0,0,0,21,0,0,0,0.25,4.75,0,67,6.5,4.8556113,4.75,5.25,1.5,4.25,5.25,1.5,4.25,4.2,3,2.2,0,2,0,0,0,88,5,6,1.75,2,1.75,0,0,0,0,0,16.75,0,0,3.75,0,0,8.75,0.25,29.5,4.8678336,24.632166,0,8.653168,0.8122779,8,0,0,0,13.146888,1.332445,13,0,0,"Manager",3,"Manager","Sales and Marketing","Sales","[SUNDAY, SATURDAY]",TRUE
"13","54fbfa95-f5a9-3112-96ee-89083d3cee59",2022-05-01,0,0,16.956778,0.6871667,16.5,0,0,0,0,0,0,33.523746,1.4879451,60,32.75,32.75,19.072916,0.71419466,0,0,0.0325,0,3.0975,17,0.06677778,7.0975,3.38,1.8494724,1.0325,3,17,0,7,3.25,1.5,1,0,0,12,0.29166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,7,7,5,3,0,3,0,0,13,5,3,0,0,0,0,0,0,0.6145833,0,25.25,1.5,0,58,27,1.3193889,1.25,25.5,0.25,4.75,25.5,0.25,4.75,4.40625,1,5.5,0,1,0,0,0,55,2.75,2.5,2.5,3.25,2.25,0,0,0,0,0,32.75,0,0,27.75,23.75,21.75,3.25,1.25,26.25,4.152195,22.097805,0,2.5325,0.0325,2.5,0,0,0,16.566973,0.80077803,16.25,0,0,"Manager",3,"Manager","Sales and Marketing","Analytics","[SUNDAY, SATURDAY]",TRUE
"14","137ded64-5daf-38ab-9dc3-eefc83bc6b62",2022-05-01,0,0,0.9875002,0.54744446,0.5,0,0,0,0,0,0,8.547142,1.3743062,43,7.5,7.5,9.9,0.32716665,0,0,0,0,2.0975,1.986889,0.22749999,0.0975,2.8475,1.0627501,0.22749999,2,1.75,0,0,2.75,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,10,2,1,4,2,6,4,5,0,0,0,0,0,0,0,0,1.25,0,0,9,1.25,0,0,6.5,0,3,6.5,0,3,6.8999996,0,1.9000001,0,23,0,0,0,44,0.25,4.25,2.25,2,0.75,0,0,0,0,0,7.5,0,0,3,0,0,1.25,0,35.5,4.7023606,30.797638,0,2.5699446,0.35244444,2.25,0,0,0,7.559638,0.8268614,7,0,0,"Support",3,"Individual Contributor","Sales and Marketing","Marketing","[SUNDAY, SATURDAY]",TRUE
"15","5083dab6-e527-3a3f-b6b0-3cbcda00ee79",2022-05-01,0,0,16.140192,0.4551944,15.75,0,0,0,0,0,0,32.6502,0.78019464,25,32,32,9.989584,0.13,0,0,0.0325,0,17.097498,3.4126947,0.0325,0.065,10.815001,0.065,1.1625,17,3.25,0,0,10.75,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,2,2,1,1,8,0,0,0,0,3,0,0.6979166,0,2.25,0,0,15,2.25,0,0,30,0,3,30,0,3,5.989583,0,2,0,6,0,0,0,43,24,28,26.25,1.75,1.75,0,0,0,0,0,32,0,0,29.75,1.25,1.25,1,0.5,26.25,2.655722,23.594278,0,2.63,0.13,2.5,0,0,0,16.51,0.325,16.25,0,0,"Support",3,"Individual Contributor","Sales and Marketing","IT","[SUNDAY, SATURDAY]",TRUE
"16","74b4c47f-d2ad-3d53-940e-af66a30f692d",2022-05-01,0,0,6.3024983,0.61750007,5.75,0,0,0,0,0,0,7.834998,0.6500001,20,7.25,7.25,5,0.065,0,0,0,0,0.065,0.7825,0.1625,0.0975,0.065,4.13,2.5325,0,0.75,0,0,0,4,2.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,3,2,1,0,0.2,0,2,0,0,11,2,0,0,2.5,0,4.75,2.5,0,4.75,1,0,3,0,7,0,0,0,22,0,4,4,1.25,1.25,0,0,0,0,0,7.25,0,0,7.25,2,2,0,0,38.5,0.03249979,38.4675,0,3.0325,0.065,3,0,0,0,1.5325,0.0325,1.5,0,0,"Support",3,"Individual Contributor","HR","Engineering","[SUNDAY, SATURDAY]",TRUE
"17","a210c43d-3c00-3bc4-a92c-42f102dc1889",2022-05-01,0,0,0.9878614,0.52036107,0.5,0,0,0,0,0,0,10.465363,0.9103614,30,9.75,9.75,6,0.195,0,0,0,0,0.065,4.815,0.19516666,0.13,3.065,2.0651946,0.13,0,4.75,0,0,3,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,1,3,3,1,4,3,1,1,0,0,4,0,0,0,0,0,0,0,15,0.25,0,0,4.5,0.25,5,4.5,0.25,5,2,1,3,0,13,0,0,0,28,0,9,4.5,0.5,0.5,0,0,0,0,0,9.75,0,0,5,0,0,0.25,0,33.25,4.9668045,28.283195,0,0.065,0.065,0,0,0,0,9.4775,0.39,9.25,0,0,"Support",3,"Individual Contributor","Product","Engineering","[SUNDAY, SATURDAY]",TRUE
"18","f0ef8280-fd52-331c-ac29-5d59d1d3b104",2022-05-01,0,0,9.246527,1.97489,7.75,0,0,0,0,0,0,13.811532,2.0789177,68,12.25,12.25,16.3,0.5173889,0,0,0.0975,0,1.5658056,2.575,0.22763887,0.32558334,4.01,2.1625,2.9450002,1.5,2.25,0,0,3.75,2,2.75,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,2,9,6,5,7,6,12,5,0.5,0,0.25,0,0,17,1,0,0,6.75,0.75,5,6.75,0.75,5,7.3,3,3.8,0,24,0,0,0,51,1.5,5.5,2,5,4.25,0,0,0,0,0,12.25,0,0,6.5,0,0,1.75,0.25,35.5,0.63944435,34.860554,0,7.590249,0.8431947,7,0,0,0,4.565,0.10402778,4.5,0,0,"Support",3,"Individual Contributor","Sales and Marketing","Sales","[SUNDAY, SATURDAY]",TRUE
"19","3c82343e-8c78-31de-b1ea-78897c6b4542",2022-05-01,0,0,11.296611,0.85219467,10.75,0,0,0,0,0,0,12.644114,1.0146948,34,12,12,17.133331,0.3705833,0,0,0.065,0,2.309111,3.5975,0.0325,0.22749999,1.6625,2.5325,2.2825,2.25,3.5,0,0,1.5,2.5,2.25,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,1,6,2,2,4,1,0.2,0,3.25,0,0,2,3.5,0,0,5.75,0.25,7.75,5.75,0.25,7.75,7.8,1,8.8,0,27,0,0,0,38,1.25,4.75,3.25,3.75,2,0,0,0,0,0,12,0,0,8,0,0,3.5,2.75,38.75,1.1244721,37.625526,0,4.6625,0.1625,4.5,0,0,0,1.3475001,0.1625,1.25,0,0,"Support",3,"Individual Contributor","HR","R_and_D","[SUNDAY, SATURDAY]",TRUE
"20","581923c5-755e-3791-9fa7-ad071fb2edfb",2022-05-01,0,0,11.711779,0.5675278,11.25,0,0,0,0,0,0,14.059724,0.76252794,24,13.5,13.5,10.5,0.20280555,0,0,0,0,1.5896945,2.13,0.065,0.0975,3.7825,2.1450279,4.25,1.5,2,0,0,3.75,2,4.25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,2,1,5,0,0,2,0,1,1,2,0,0,0,3.25,0,0,12,3.25,0,0,8,0,5.75,8,0,5.75,6,0,4,0,10,0,0,0,33,1,8.5,6.5,1.75,1.75,0,0,0,0,0,13.5,0,0,8.75,1.75,0,1.5,0.5,37.75,2.6848888,35.06511,0,0.5325,0.0325,0.5,0,0,0,2.3479445,0.195,2.25,0,0,"Support",3,"Individual Contributor","Product","IT","[SUNDAY, SATURDAY]",TRUE
